#OTU ID,Bacteria,Phylum,Class,Order,Family,Genus,Species
1456,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
1468,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
1490,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,
1740,Bacteria,Acidobacteria,Acidobacteria-5,,,,
1807,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,,,
1879,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
1931,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
1994,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
2000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidesfragilis
2045,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidesuniformis
2173,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2176,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2181,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2182,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2196,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2216,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,
2222,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotellapallens
2295,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
2325,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacteriumcolumnare
2370,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,
2394,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophagaochracea
2554,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,,,
3538,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
3545,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
3549,Bacteria,Cyanobacteria,Chloroplast,Streptophyta,,,
3730,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae,,
3838,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponemasocranskii
3852,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponemaamylovorum
3861,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
3906,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,
4633,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
4715,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,,
4721,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,
4722,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,
4797,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,
4946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobiumelkanii
4965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipiagenosp.1
5207,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,
5439,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
5552,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
5593,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonasdiminuta
5598,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,,
5600,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,
5808,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,
5828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,
6233,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Caulobacterleidyia
6255,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,
6300,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
6370,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella,
6375,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,
6378,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,,
6712,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,Rhodocyclustenuis
6721,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Rhodocyclus,Rhodocyclustenuis
6733,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,Zoogloearamigera
6748,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,
6783,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,
6799,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,,
6821,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Sutterella,
6864,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenesfaecalis
6877,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,
6925,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,
6936,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonasterrigena
6939,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
6942,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
6974,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hylemonella,Hylemonellagracilis
6997,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,
7037,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,,
7043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,
7088,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,
7098,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,
7109,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Ideonella,
7129,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Sphaerotilus,
7151,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,
7223,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,
7288,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
7303,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,
7349,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,,
7396,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidusbasilensis
7765,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacteriumvalvarum
8112,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinospirillum,
8250,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,,
8265,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,
8389,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacterjohnsonii
8494,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonasstutzeri
8525,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
8552,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
8640,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
8952,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonasaurantia
9062,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanellaalgae
9176,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrioorientalis
9314,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
9466,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
9477,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurellapneumotropica
9485,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
9510,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
9513,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillusindolicus
9514,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillusporcinus
9539,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacilluscapsulatus
9541,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,
9549,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
9551,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bibersteinia,Bibersteiniatrehalosi
9555,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
9562,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,,
9565,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,
9568,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacilluspleuropneumoniae
9608,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,
9617,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,
9715,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9727,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9771,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9778,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonellabongori
9789,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9796,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9812,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwiniatoletana
9822,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,
9838,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9870,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoeaoleae
9912,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,
9939,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9947,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
9994,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
10113,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
10115,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
10167,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratiaentomophila
10180,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
10189,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,
10196,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Brenneria,Brenneriaquercina
10302,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,
10305,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
10343,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,
10517,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophilawadsworthia
10526,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibriodesulfuricans
11162,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,
11214,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,
11230,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacterupsaliensis
11239,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacterlanienae
11247,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacterhelveticus
11297,Bacteria,Fusobacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Leptotrichia,
11365,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,,
11372,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,Eggerthellalenta
11380,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,
11431,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,,,
11441,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Geodermatophilaceae,Geodermatophilus,
11621,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,,
12168,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcusjenensis
12221,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,
12253,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,
12290,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Pseudoclavibacter,Pseudoclavibacterhelvolus
12343,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,Actinotalea,Actinotaleafermentans
12364,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Terracoccus,
12368,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,
12395,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,
12447,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacteralbus
12526,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium,
12532,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,,
12533,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacterhominis
12538,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Dermacoccaceae,Dermacoccus,
12558,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
12561,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomycesdenticolens
12562,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyceseuropaeus
12567,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
12568,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
12569,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyceshyovaginalis
12570,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,
12590,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,
12618,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacteriumthermacidophilum
12619,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardoviainopinata
12622,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacteriumsubtile
12650,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacteriumsaeculare
12724,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacteriumgranulosum
12727,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacteriumfreudenreichii
13034,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,
13121,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacteriumscrofulaceum
13321,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Gordonia,
13347,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13393,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13401,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacteriumrenale
13405,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13420,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13430,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13453,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13456,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13459,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13463,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacteriumflavescens
13465,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,
13501,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Rhodococcus,
13823,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Veillonella,Veillonellaratti
13825,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,Dialisterpneumosintes
13851,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,,
13860,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Phascolarctobacterium,
13893,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,
13939,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
13950,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,
13964,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
13978,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
13995,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
14010,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Johnsonella,
14023,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,
14030,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
14033,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
14035,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium,
14036,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,
14059,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,
14081,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
14089,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
14093,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
14099,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
14101,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
14125,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,
14145,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
14157,Bacteria,Firmicutes,Clostridia,Clostridiales,,,
14163,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXIII.IncertaeSedis,Mogibacterium,
14202,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,
14207,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridiumbifermentans
14214,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridiumirregulare
14227,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcusanaerobius
14277,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Peptoniphilus,Peptoniphilusasaccharolyticus
14278,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Peptoniphilus,Peptoniphilusasaccharolyticus
14280,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Peptoniphilus,Peptoniphilusasaccharolyticus
14285,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Anaerococcus,
14288,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Anaerococcus,Anaerococcushydrogenalis
14290,Bacteria,Firmicutes,Clostridia,Clostridiales,ClostridialesFamilyXI.IncertaeSedis,Anaerococcus,
14363,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillusamylolyticus
14495,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillushalodurans
14497,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,
14575,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
14577,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
14583,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillusginsengihumi
14632,Bacteria,Firmicutes,Bacilli,Bacillales,,,
14648,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Marinibacillus,Marinibacillusmarinus
14652,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
14681,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
14920,Bacteria,Firmicutes,Bacilli,Gemellales,Gemellaceae,Gemella,
14990,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillussilvestris
15021,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,
15050,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,
15051,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,
15053,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,
15054,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatellaelegans
15059,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,,
15105,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,
15129,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacilluscrispatus
15141,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillusmucosae
15176,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillussanfranciscensis
15208,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillusaviarius
15212,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillusmanihotivorans
15233,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
15237,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,Alloiococcusotitis
15241,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,,
15250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,
15298,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcusasini
15302,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
15343,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcuslactis
15357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcusdidelphis
15366,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
15368,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
15382,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcusporcinus
15432,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
