138,40 54 2 3 2 0 0 138;
139,49 46 2 2 1 0 0 139;
140,36 56 5 2 1 0 0 140;
141,32 55 10 3 0 0 0 141;
142,20 70 5 3 2 0 0 142;
143,20 64 6 9 1 0 0 143;
144,38 55 1 3 3 0 0 144;
145,41 54 1 2 2 0 0 145;
146,100 0 0 0 0 0 0 146;
147,41 53 2 2 1 0 0 147;
148,38 56 2 4 0 0 0 148;
149,30 61 4 3 2 0 0 149;
150,51 44 2 2 1 0 0 150;
151,41 53 3 2 1 0 0 151;
152,20 68 9 2 1 0 0 152;
153,19 67 9 3 2 0 0 153;
154,40 49 5 4 1 0 0 154;
155,41 52 2 3 4 0 0 155;
156,41 53 3 2 1 0 0 156;
157,38 55 2 2 2 0 0 157;
158,42 52 2 2 2 0 0 158;
159,35 54 3 5 3 0 0 159;
160,23 62 4 7 4 0 0 160;
161,29 58 9 3 1 0 0 161;
162,33 55 9 3 1 0 0 162;
163,25 63 6 4 1 0 0 163;
164,71 24 0 1 4 0 0 164;
165,45 49 1 4 2 0 0 165;
166,6 77 13 3 1 0 0 166;
167,36 54 4 5 1 0 0 167;
168,20 61 9 8 2 0 0 168;
169,19 62 14 4 0 0 0 169;
170,34 54 5 6 1 0 0 170;
171,26 58 5 10 1 0 0 171;
172,22 63 5 9 1 0 0 172;
173,14 67 7 11 0 0 0 173;
174,16 74 6 3 1 0 0 174;
175,28 58 4 9 1 0 0 175;
176,29 53 8 10 1 0 0 176;
177,27 61 6 3 3 0 0 177;
178,24 61 9 6 1 0 0 178;
179,28 53 9 9 1 0 0 179;
180,15 62 14 9 0 0 0 180;
181,3 67 18 11 1 0 0 181;
182,21 62 16 2 0 0 0 182;
183,11 65 17 7 1 0 0 183;
184,17 62 11 9 1 0 0 184;
185,22 66 8 5 0 0 0 185;
186,0 69 22 8 1 0 0 186;
187,14 66 13 6 1 0 0 187;
188,31 58 8 2 1 0 0 188;
189,25 64 7 4 1 0 0 189;
190,23 65 8 3 1 0 0 190;
191,3 71 17 7 1 0 0 191;
192,24 66 4 5 1 0 0 192;
193,9 72 7 12 0 0 0 193;
194,4 78 5 12 1 0 0 194;
195,100 0 0 0 0 0 0 195;
196,36 56 2 4 2 0 0 196;
197,16 74 3 7 1 0 0 197;
198,1 79 6 12 2 0 0 198;
199,48 45 2 3 2 0 0 199;
200,21 67 7 3 1 0 0 200;
201,29 65 2 3 1 0 0 201;
202,45 47 2 4 3 0 0 202;
203,14 69 5 11 1 0 0 203;
204,39 49 3 7 1 0 0 204;
205,33 53 2 8 3 0 0 205;
206,2 79 6 13 1 0 0 206;
207,7 76 7 7 2 0 0 207;
208,18 60 8 12 2 0 0 208;
209,33 62 1 1 3 0 0 209;
210,25 66 1 5 2 0 0 210;
211,36 56 3 5 1 0 0 211;
212,8 76 7 8 0 0 0 212;
213,23 66 3 8 1 0 0 213;
214,19 72 5 4 1 0 0 214;
215,9 66 5 17 2 0 0 215;
216,50 50 0 0 0 0 0 216;
217,12 69 3 14 2 0 0 217;
218,30 58 6 5 1 0 0 218;
219,10 75 4 12 0 0 0 219;
220,21 64 3 12 1 0 0 220;
221,0 77 4 17 1 0 0 221;
222,9 78 3 9 0 0 0 222;
223,7 75 3 14 1 0 0 223;
224,30 62 1 5 2 0 0 224;
225,14 73 2 10 1 0 0 225;
226,8 82 2 8 0 0 0 226;
227,20 71 2 7 1 0 0 227;
228,22 67 1 8 1 0 0 228;
229,29 61 2 6 2 0 0 229;
230,41 50 1 6 2 0 0 230;
231,21 69 1 7 2 0 0 231;
232,11 74 3 10 3 0 0 232;
233,5 79 8 7 0 0 0 233;
234,7 73 4 16 0 0 0 234;
235,3 81 6 10 1 0 0 235;
236,9 76 5 9 0 0 0 236;
237,37 52 1 8 1 0 0 237;
238,23 67 2 8 1 0 0 238;
239,40 56 1 2 1 0 0 239;
240,9 81 3 7 0 0 0 240;
241,11 74 4 10 1 0 0 241;
242,18 67 9 6 0 0 0 242;
243,28 56 9 5 1 0 0 243;
244,2 73 13 11 1 0 0 244;
245,2 61 16 18 3 0 0 245;
246,5 69 17 8 1 0 0 246;
247,4 77 8 10 1 0 0 247;
248,2 76 13 9 0 0 0 248;
249,0 66 5 27 2 0 0 249;
250,1 68 9 21 1 0 0 250;
251,1 69 16 15 0 0 0 251;
252,4 72 14 10 0 0 0 252;
253,20 67 3 9 1 0 0 253;
254,22 67 4 6 1 0 0 254;
255,23 64 3 10 1 0 0 255;
256,16 67 6 10 0 0 0 256;
257,17 67 5 10 1 0 0 257;
258,20 71 2 6 1 0 0 258;
259,15 72 2 8 3 0 0 259;
260,4 79 5 11 0 0 0 260;
261,47 49 0 4 0 0 0 261;
262,52 46 0 1 0 0 0 262;
263,64 34 0 1 0 0 0 263;
264,54 44 0 2 0 0 0 264;
265,63 36 0 1 0 0 0 265;
266,51 45 0 4 0 0 0 266;
267,69 29 0 1 0 0 0 267;
268,61 37 0 1 0 0 0 268;
269,51 47 0 1 0 0 0 269;
270,63 35 0 2 0 0 0 270;
271,42 55 0 2 0 0 0 271;
272,46 52 1 2 0 0 0 272;
273,50 47 0 2 0 0 0 273;
274,45 53 0 2 0 0 0 274;
275,68 30 0 2 0 0 0 275;
276,49 48 1 2 0 1 0 276;
277,54 45 0 1 0 0 0 277;
278,34 62 1 2 0 0 0 278;
279,41 58 0 1 0 0 0 279;
280,36 60 1 3 0 0 0 280;
281,60 38 0 1 0 0 0 281;
282,55 42 1 2 0 0 0 282;
283,9 63 24 3 1 0 0 283;
284,19 57 20 2 2 0 0 284;
285,16 62 15 5 0 0 0 285;
286,4 87 5 4 0 0 0 286;
287,25 65 7 3 0 0 0 287;
288,67 28 3 0 2 0 0 288;
289,62 30 6 1 1 0 0 289;
290,74 22 2 0 1 0 0 290;
291,26 63 9 2 0 0 0 291;
292,26 63 5 5 1 0 0 292;
293,39 52 5 4 0 0 0 293;
294,20 67 9 4 0 0 0 294;
295,32 61 5 2 0 0 0 295;
296,27 65 6 2 1 0 0 296;
297,31 58 9 2 0 0 0 297;
298,35 56 7 2 1 0 0 298;
299,3 43 0 3 49 0 0 299;
300,9 74 13 2 2 0 0 300;
301,13 64 18 5 0 0 0 301;
302,15 69 14 2 0 0 0 302;
303,14 72 9 4 1 0 0 303;
304,14 72 11 2 0 0 0 304;
305,9 68 17 6 0 0 0 305;
306,29 60 6 4 1 0 0 306;
307,6 74 14 6 0 0 0 307;
308,11 73 11 4 1 0 0 308;
309,19 64 14 2 1 0 0 309;
310,27 52 17 1 2 0 0 310;
311,41 43 13 1 2 0 0 311;
312,13 71 10 3 2 0 0 312;
313,20 63 6 5 6 0 0 313;
314,19 55 6 3 17 0 0 314;
315,1 87 3 9 1 0 0 315;
316,1 84 4 9 2 0 0 316;
317,23 69 2 6 1 0 0 317;
318,27 63 6 4 0 0 0 318;
319,27 57 5 9 1 0 0 319;
320,27 58 7 7 0 0 0 320;
321,48 47 2 2 1 0 0 321;
322,25 57 6 7 5 0 0 322;
323,37 50 8 5 1 0 0 323;
324,29 55 14 2 0 0 0 324;
325,39 50 8 2 1 0 0 325;
326,50 41 3 4 2 0 0 326;
327,21 65 7 7 0 0 0 327;
328,45 50 3 2 1 0 0 328;
329,34 53 4 3 6 0 0 329;
330,50 43 2 4 1 0 0 330;
331,2 71 8 17 1 0 0 331;
332,8 73 9 10 1 0 0 332;
333,27 65 3 5 1 0 0 333;
334,6 77 8 8 1 0 0 334;
335,39 48 7 4 1 0 0 335;
336,20 67 5 7 1 0 0 336;
337,5 75 11 9 0 0 0 337;
338,55 36 3 4 2 0 0 338;
339,53 35 3 6 3 0 0 339;
340,59 32 1 4 4 0 0 340;
341,64 30 1 3 2 0 0 341;
342,49 41 6 4 1 0 0 342;
343,55 40 2 2 1 0 0 343;
344,42 45 8 3 2 0 0 344;
345,59 28 3 6 4 0 0 345;
346,45 44 1 5 5 0 0 346;
347,61 32 1 1 5 0 0 347;
348,43 48 1 5 3 0 0 348;
349,12 70 3 9 6 0 0 349;
350,0 75 6 18 0 0 0 350;
351,2 79 15 3 2 0 0 351;
352,27 59 7 6 1 0 0 352;
353,36 54 4 2 4 0 0 353;
354,26 63 7 2 1 0 0 354;
355,30 59 4 4 3 0 0 355;
356,30 57 6 3 4 0 0 356;
357,44 47 4 1 4 0 0 357;
358,18 58 12 8 4 0 0 358;
359,33 51 5 2 9 0 0 359;
360,7 71 18 2 1 0 0 360;
361,20 58 19 0 3 0 0 361;
362,18 58 20 3 1 0 0 362;
363,27 53 18 2 1 0 0 363;
364,9 71 15 3 2 0 0 364;
365,27 59 7 6 1 0 0 365;
366,26 57 13 2 1 0 0 366;
367,29 63 3 3 1 0 0 367;
368,26 58 8 6 1 0 0 368;
369,29 60 6 4 1 0 0 369;
370,26 57 6 10 1 0 0 370;
371,1 67 16 15 1 0 0 371;
372,37 50 3 8 1 0 0 372;
373,16 65 11 7 0 0 0 373;
374,32 57 6 3 2 0 0 374;
375,46 45 5 2 1 0 0 375;
376,11 72 14 2 1 0 0 376;
377,18 69 9 2 1 0 0 377;
378,35 62 2 2 0 0 0 378;
379,49 49 0 1 0 0 0 379;
380,47 49 0 1 2 0 0 380;
381,0 8 0 0 92 0 0 381;
382,68 31 0 1 0 0 0 382;
383,0 0 0 0 100 0 0 383;
384,51 46 0 1 2 0 0 384;
385,65 32 0 2 0 0 0 385;
386,33 61 1 4 0 1 0 386;
387,39 57 1 3 0 1 0 387;
388,57 41 0 1 0 0 0 388;
389,64 35 0 1 0 0 0 389;
390,49 49 0 1 0 0 0 390;
391,72 26 0 2 0 0 0 391;
392,73 24 0 1 2 0 0 392;
393,70 29 0 1 0 0 0 393;
394,69 29 0 1 0 0 0 394;
395,47 51 0 1 0 0 0 395;
396,32 63 1 3 0 1 0 396;
397,32 62 0 5 0 1 0 397;
398,44 52 0 3 0 1 0 398;
399,49 48 0 2 0 1 0 399;
400,44 52 0 2 0 1 0 400;
401,53 43 0 1 2 0 0 401;
402,58 37 0 3 0 1 0 402;
403,61 38 0 1 0 0 0 403;
404,55 42 0 1 1 0 0 404;
405,46 50 1 2 0 0 0 405;
406,41 54 1 3 0 1 0 406;
407,52 47 0 1 0 0 0 407;
408,39 57 0 3 0 0 0 408;
409,51 48 0 1 0 0 0 409;
410,72 28 0 0 0 0 0 410;
411,58 41 0 1 0 0 0 411;
412,38 59 0 2 0 1 0 412;
413,60 39 0 1 0 0 0 413;
414,49 49 0 1 0 1 0 414;
415,43 54 1 2 1 0 0 415;
416,40 56 1 2 0 1 0 416;
417,53 45 0 2 0 1 0 417;
418,49 49 1 1 0 0 0 418;
419,55 41 1 3 0 1 0 419;
420,46 52 1 1 1 0 0 420;
421,36 62 0 1 0 0 0 421;
422,39 59 0 1 0 0 0 422;
423,56 43 0 1 0 0 0 423;
424,53 46 1 1 0 0 0 424;
425,47 50 1 1 0 1 0 425;
426,47 51 0 1 0 0 0 426;
427,61 38 0 0 0 0 0 427;
428,55 43 0 1 0 1 0 428;
429,58 41 0 1 0 0 0 429;
430,76 24 0 0 0 0 0 430;
431,59 33 0 4 0 3 0 431;
432,66 32 0 1 0 1 0 432;
433,57 41 0 1 0 1 0 433;
434,52 44 1 2 0 1 0 434;
435,68 26 0 2 3 1 0 435;
436,49 48 1 1 1 1 0 436;
437,37 59 1 2 1 1 0 437;
438,66 33 0 1 0 0 0 438;
439,55 43 0 1 0 0 0 439;
440,0 15 0 0 85 0 0 440;
441,71 28 0 0 0 0 0 441;
442,82 18 0 0 0 0 0 442;
443,77 22 0 0 0 0 0 443;
444,63 34 0 1 0 2 0 444;
445,92 7 0 0 1 0 0 445;
446,74 25 0 0 1 0 0 446;
447,75 16 0 0 8 0 1 447;
448,56 42 0 1 0 1 0 448;
449,55 43 0 1 0 1 0 449;
450,1 4 0 0 95 0 0 450;
451,0 14 0 0 86 0 0 451;
452,18 0 3 0 78 0 1 452;
453,34 47 0 0 18 1 0 453;
454,80 19 0 0 0 0 0 454;
455,56 39 0 0 4 0 0 455;
456,77 22 0 0 1 0 0 456;
457,66 34 0 0 0 0 0 457;
458,78 21 0 0 0 0 0 458;
459,71 27 0 0 1 1 0 459;
460,42 56 1 1 0 1 0 460;
461,43 53 0 1 0 2 0 461;
462,40 57 1 1 1 1 0 462;
463,54 42 0 1 2 1 0 463;
464,55 43 0 1 0 1 0 464;
465,44 55 0 0 0 0 0 465;
466,39 59 0 1 0 1 0 466;
467,37 60 0 1 0 1 0 467;
468,41 57 0 1 0 1 0 468;
469,38 58 1 2 1 2 0 469;
470,70 29 0 0 1 1 0 470;
471,54 44 0 1 0 1 0 471;
472,29 65 1 2 0 2 0 472;
473,30 62 1 2 0 5 0 473;
474,43 54 1 1 0 1 0 474;
475,54 43 1 1 0 2 0 475;
476,63 34 0 1 1 1 0 476;
477,58 40 0 0 0 0 0 477;
478,44 53 0 1 0 2 0 478;
479,31 67 0 1 0 0 0 479;
480,39 57 1 1 2 1 0 480;
481,34 64 0 2 0 0 0 481;
482,40 42 0 2 16 0 0 482;
483,7 44 0 1 48 0 0 483;
484,49 27 0 1 23 0 0 484;
485,70 20 0 0 9 0 0 485;
486,63 26 0 0 11 0 0 486;
487,44 26 0 1 30 0 0 487;
488,46 46 0 1 7 0 0 488;
489,40 57 0 1 2 0 0 489;
490,41 55 0 1 2 0 0 490;
491,48 49 0 1 2 0 0 491;
492,53 44 0 1 1 0 0 492;
493,59 40 0 0 1 0 0 493;
494,57 42 0 1 0 0 0 494;
495,49 41 0 6 3 0 0 495;
496,13 43 2 13 28 0 0 496;
497,10 72 1 15 2 0 0 497;
498,42 53 0 2 2 0 0 498;
499,46 53 0 1 0 1 0 499;
500,47 52 0 1 0 0 0 500;
501,38 61 0 1 0 0 0 501;
502,42 57 0 1 0 0 0 502;
503,61 38 0 1 0 0 0 503;
504,48 51 0 1 0 0 0 504;
505,47 51 0 1 0 1 0 505;
506,55 43 0 1 0 1 0 506;
507,57 41 0 1 0 1 0 507;
508,60 35 1 1 3 1 0 508;
509,50 47 0 1 0 1 0 509;
510,90 8 0 0 1 0 0 510;
511,53 44 0 2 0 0 0 511;
512,77 20 0 1 2 0 0 512;
513,56 42 0 1 0 1 0 513;
514,51 47 0 2 0 0 0 514;
515,60 37 0 2 0 0 0 515;
516,54 43 0 2 1 0 0 516;
517,56 43 0 1 0 0 0 517;
518,44 52 0 3 1 0 0 518;
519,47 49 0 3 1 0 0 519;
520,58 41 0 1 0 0 0 520;
521,50 48 0 1 0 1 0 521;
522,48 49 0 1 0 1 0 522;
523,49 49 0 1 0 1 0 523;
524,44 51 0 2 0 2 0 524;
525,44 49 0 1 0 6 0 525;
526,47 48 0 2 0 3 0 526;
527,45 51 0 1 1 2 0 527;
528,46 50 0 2 0 1 0 528;
529,55 41 0 1 2 0 0 529;
530,59 38 0 2 1 1 0 530;
531,41 54 0 3 0 1 0 531;
532,48 48 0 2 0 1 0 532;
533,52 45 0 2 0 1 0 533;
534,65 32 0 0 0 3 0 534;
535,44 47 0 6 0 2 0 535;
536,62 35 0 2 0 1 0 536;
537,39 50 0 7 0 4 0 537;
538,14 64 17 4 0 0 0 538;
539,18 66 13 3 0 0 0 539;
540,20 64 10 5 0 0 0 540;
541,47 46 0 2 0 4 0 541;
542,57 41 0 2 0 0 0 542;
543,42 52 0 1 0 0 5 543;
544,46 48 0 2 0 0 3 544;
545,17 58 16 8 1 1 0 545;
546,22 68 5 4 1 0 0 546;
